Question	Answer	Source	Metadata
Hva koster hjemlevering?	**Levering koster ****fra kr. 0,-**, avhengig av hvilken dag og tid du velger og hvilket område du bor i.\n\n#### Leveringsprisene avgjøres av flere ting:\n\n 1  Større leveringsintervaller (for eksempel kl. 16-21.30) er billigere enn korte (kl. 16-18)  2  Dager med mindre pågang (f.eks. onsdager) er billigere enn dager med stor pågang (f.eks. mandager)  3  Det er billigst å planlegge. I de områdene vil leverer samme dag, er det billigere å bestille til dagen etter. Jo fortere du må ha varene, jo dyrere er det.  4  Kundegrunnlaget og framkommeligheten i ditt område \n\n#### Tidspunktet du bestiller påvirker leveringsprisene:\n\n Levering  For beste pris bestill  Levering samme dag **senest 4 timer**	https://hjelp.kolonial.no/	
pris hjemlevering	**Levering koster ****fra kr. 0,-**, avhengig av hvilken dag og tid du velger og hvilket område du bor i.\n\n#### Leveringsprisene avgjøres av flere ting:\n\n 1  Større leveringsintervaller (for eksempel kl. 16-21.30) er billigere enn korte (kl. 16-18)  2  Dager med mindre pågang (f.eks. onsdager) er billigere enn dager med stor pågang (f.eks. mandager)  3  Det er billigst å planlegge. I de områdene vil leverer samme dag, er det billigere å bestille til dagen etter. Jo fortere du må ha varene, jo dyrere er det.  4  Kundegrunnlaget og framkommeligheten i ditt område \n\n#### Tidspunktet du bestiller påvirker leveringsprisene:\n\n Levering  For beste pris bestill  Levering samme dag **senest 4 timer**	https://hjelp.kolonial.no/	
kostnad levering	**Levering koster ****fra kr. 0,-**, avhengig av hvilken dag og tid du velger og hvilket område du bor i.\n\n#### Leveringsprisene avgjøres av flere ting:\n\n 1  Større leveringsintervaller (for eksempel kl. 16-21.30) er billigere enn korte (kl. 16-18)  2  Dager med mindre pågang (f.eks. onsdager) er billigere enn dager med stor pågang (f.eks. mandager)  3  Det er billigst å planlegge. I de områdene vil leverer samme dag, er det billigere å bestille til dagen etter. Jo fortere du må ha varene, jo dyrere er det.  4  Kundegrunnlaget og framkommeligheten i ditt område \n\n#### Tidspunktet du bestiller påvirker leveringsprisene:\n\n Levering  For beste pris bestill  Levering samme dag **senest 4 timer**	https://hjelp.kolonial.no/	
leveringskostnad	**Levering koster ****fra kr. 0,-**, avhengig av hvilken dag og tid du velger og hvilket område du bor i.\n\n#### Leveringsprisene avgjøres av flere ting:\n\n 1  Større leveringsintervaller (for eksempel kl. 16-21.30) er billigere enn korte (kl. 16-18)  2  Dager med mindre pågang (f.eks. onsdager) er billigere enn dager med stor pågang (f.eks. mandager)  3  Det er billigst å planlegge. I de områdene vil leverer samme dag, er det billigere å bestille til dagen etter. Jo fortere du må ha varene, jo dyrere er det.  4  Kundegrunnlaget og framkommeligheten i ditt område \n\n#### Tidspunktet du bestiller påvirker leveringsprisene:\n\n Levering  For beste pris bestill  Levering samme dag **senest 4 timer**	https://hjelp.kolonial.no/	
hva er leveringskostnaden	**Levering koster ****fra kr. 0,-**, avhengig av hvilken dag og tid du velger og hvilket område du bor i.\n\n#### Leveringsprisene avgjøres av flere ting:\n\n 1  Større leveringsintervaller (for eksempel kl. 16-21.30) er billigere enn korte (kl. 16-18)  2  Dager med mindre pågang (f.eks. onsdager) er billigere enn dager med stor pågang (f.eks. mandager)  3  Det er billigst å planlegge. I de områdene vil leverer samme dag, er det billigere å bestille til dagen etter. Jo fortere du må ha varene, jo dyrere er det.  4  Kundegrunnlaget og framkommeligheten i ditt område \n\n#### Tidspunktet du bestiller påvirker leveringsprisene:\n\n Levering  For beste pris bestill  Levering samme dag **senest 4 timer**	https://hjelp.kolonial.no/	
hva koster levering	**Levering koster ****fra kr. 0,-**, avhengig av hvilken dag og tid du velger og hvilket område du bor i.\n\n#### Leveringsprisene avgjøres av flere ting:\n\n 1  Større leveringsintervaller (for eksempel kl. 16-21.30) er billigere enn korte (kl. 16-18)  2  Dager med mindre pågang (f.eks. onsdager) er billigere enn dager med stor pågang (f.eks. mandager)  3  Det er billigst å planlegge. I de områdene vil leverer samme dag, er det billigere å bestille til dagen etter. Jo fortere du må ha varene, jo dyrere er det.  4  Kundegrunnlaget og framkommeligheten i ditt område \n\n#### Tidspunktet du bestiller påvirker leveringsprisene:\n\n Levering  For beste pris bestill  Levering samme dag **senest 4 timer**	https://hjelp.kolonial.no/	
pris levering	**Levering koster ****fra kr. 0,-**, avhengig av hvilken dag og tid du velger og hvilket område du bor i.\n\n#### Leveringsprisene avgjøres av flere ting:\n\n 1  Større leveringsintervaller (for eksempel kl. 16-21.30) er billigere enn korte (kl. 16-18)  2  Dager med mindre pågang (f.eks. onsdager) er billigere enn dager med stor pågang (f.eks. mandager)  3  Det er billigst å planlegge. I de områdene vil leverer samme dag, er det billigere å bestille til dagen etter. Jo fortere du må ha varene, jo dyrere er det.  4  Kundegrunnlaget og framkommeligheten i ditt område \n\n#### Tidspunktet du bestiller påvirker leveringsprisene:\n\n Levering  For beste pris bestill  Levering samme dag **senest 4 timer**	https://hjelp.kolonial.no/	
er det dyrt å få levert	**Levering koster ****fra kr. 0,-**, avhengig av hvilken dag og tid du velger og hvilket område du bor i.\n\n#### Leveringsprisene avgjøres av flere ting:\n\n 1  Større leveringsintervaller (for eksempel kl. 16-21.30) er billigere enn korte (kl. 16-18)  2  Dager med mindre pågang (f.eks. onsdager) er billigere enn dager med stor pågang (f.eks. mandager)  3  Det er billigst å planlegge. I de områdene vil leverer samme dag, er det billigere å bestille til dagen etter. Jo fortere du må ha varene, jo dyrere er det.  4  Kundegrunnlaget og framkommeligheten i ditt område \n\n#### Tidspunktet du bestiller påvirker leveringsprisene:\n\n Levering  For beste pris bestill  Levering samme dag **senest 4 timer**	https://hjelp.kolonial.no/	
er hjemlevering dyrt	**Levering koster ****fra kr. 0,-**, avhengig av hvilken dag og tid du velger og hvilket område du bor i.\n\n#### Leveringsprisene avgjøres av flere ting:\n\n 1  Større leveringsintervaller (for eksempel kl. 16-21.30) er billigere enn korte (kl. 16-18)  2  Dager med mindre pågang (f.eks. onsdager) er billigere enn dager med stor pågang (f.eks. mandager)  3  Det er billigst å planlegge. I de områdene vil leverer samme dag, er det billigere å bestille til dagen etter. Jo fortere du må ha varene, jo dyrere er det.  4  Kundegrunnlaget og framkommeligheten i ditt område \n\n#### Tidspunktet du bestiller påvirker leveringsprisene:\n\n Levering  For beste pris bestill  Levering samme dag **senest 4 timer**	https://hjelp.kolonial.no/	
pris leveringer	**Levering koster ****fra kr. 0,-**, avhengig av hvilken dag og tid du velger og hvilket område du bor i.\n\n#### Leveringsprisene avgjøres av flere ting:\n\n 1  Større leveringsintervaller (for eksempel kl. 16-21.30) er billigere enn korte (kl. 16-18)  2  Dager med mindre pågang (f.eks. onsdager) er billigere enn dager med stor pågang (f.eks. mandager)  3  Det er billigst å planlegge. I de områdene vil leverer samme dag, er det billigere å bestille til dagen etter. Jo fortere du må ha varene, jo dyrere er det.  4  Kundegrunnlaget og framkommeligheten i ditt område \n\n#### Tidspunktet du bestiller påvirker leveringsprisene:\n\n Levering  For beste pris bestill  Levering samme dag **senest 4 timer**	https://hjelp.kolonial.no/	
Jeg har ikke fått det jeg bestilte. Hva nå?	Det er vi veldig lei oss for, og beklager. Din tillit til oss er avgjørende og du skal alltid være trygg på at du får det du forventer når du handler hos oss. Det skulle bare mangle. \n\n**Vær så snill å [meld fra her](mailto:hei@kolonial.no) slik at vi kan rette det opp.** Husk å oppgi navnet ditt, hvilken vare det gjelder og bestillingskoden. Du vil selvfølgelig få en ny vare i form av en tilgodelapp eller pengene tilbake. \n\n Alle tilbakemeldinger vil bli tatt inn i stadig bedre rutiner for at det aldri skal skje igjen.\n\n*   [Jeg har opplevd feil eller skade på én eller flere varer](https://hjelp.kolonial.no/article/223-jeg-har-opplevd-feil-eller-skade-pa-en-eller-flere-varer)	https://hjelp.kolonial.no/	
ikke fått bestilling	Det er vi veldig lei oss for, og beklager. Din tillit til oss er avgjørende og du skal alltid være trygg på at du får det du forventer når du handler hos oss. Det skulle bare mangle. \n\n**Vær så snill å [meld fra her](mailto:hei@kolonial.no) slik at vi kan rette det opp.** Husk å oppgi navnet ditt, hvilken vare det gjelder og bestillingskoden. Du vil selvfølgelig få en ny vare i form av en tilgodelapp eller pengene tilbake. \n\n Alle tilbakemeldinger vil bli tatt inn i stadig bedre rutiner for at det aldri skal skje igjen.\n\n*   [Jeg har opplevd feil eller skade på én eller flere varer](https://hjelp.kolonial.no/article/223-jeg-har-opplevd-feil-eller-skade-pa-en-eller-flere-varer)	https://hjelp.kolonial.no/	
ikke fått leveranse	Det er vi veldig lei oss for, og beklager. Din tillit til oss er avgjørende og du skal alltid være trygg på at du får det du forventer når du handler hos oss. Det skulle bare mangle. \n\n**Vær så snill å [meld fra her](mailto:hei@kolonial.no) slik at vi kan rette det opp.** Husk å oppgi navnet ditt, hvilken vare det gjelder og bestillingskoden. Du vil selvfølgelig få en ny vare i form av en tilgodelapp eller pengene tilbake. \n\n Alle tilbakemeldinger vil bli tatt inn i stadig bedre rutiner for at det aldri skal skje igjen.\n\n*   [Jeg har opplevd feil eller skade på én eller flere varer](https://hjelp.kolonial.no/article/223-jeg-har-opplevd-feil-eller-skade-pa-en-eller-flere-varer)	https://hjelp.kolonial.no/	
manglende leveranse	Det er vi veldig lei oss for, og beklager. Din tillit til oss er avgjørende og du skal alltid være trygg på at du får det du forventer når du handler hos oss. Det skulle bare mangle. \n\n**Vær så snill å [meld fra her](mailto:hei@kolonial.no) slik at vi kan rette det opp.** Husk å oppgi navnet ditt, hvilken vare det gjelder og bestillingskoden. Du vil selvfølgelig få en ny vare i form av en tilgodelapp eller pengene tilbake. \n\n Alle tilbakemeldinger vil bli tatt inn i stadig bedre rutiner for at det aldri skal skje igjen.\n\n*   [Jeg har opplevd feil eller skade på én eller flere varer](https://hjelp.kolonial.no/article/223-jeg-har-opplevd-feil-eller-skade-pa-en-eller-flere-varer)	https://hjelp.kolonial.no/	
Jeg har opplevd feil eller skade på én eller flere varer	For det første: Det er vi veldig lei oss for. Det skal ikke skje. Vi har en streng kvalitetskontroll, en raus [kvalitetsgaranti](https://kolonial.no/om/kvalitet/) og du skal alltid være trygg på at du får varer av høyeste kvalitet hos oss.\n\nHvis du har fått en feil i bestillingen — en vare som enten er skadet eller ikke holder god nok kvalitet — [ta kontakt med oss](mailto:hei@kolonial.no) slik at vi kan rette det opp! **Du vil få pengene refundert, og vi trenger ikke å motta varen i retur.**\n\n Alle tilbakemeldinger vil bli tatt inn i stadig bedre rutiner for at det aldri skal skje igjen, og du vil selvfølgelig få en ny vare i form av en tilgodelapp eller pengene tilbake på konto.	https://hjelp.kolonial.no/	
skadet vare	For det første: Det er vi veldig lei oss for. Det skal ikke skje. Vi har en streng kvalitetskontroll, en raus [kvalitetsgaranti](https://kolonial.no/om/kvalitet/) og du skal alltid være trygg på at du får varer av høyeste kvalitet hos oss.\n\nHvis du har fått en feil i bestillingen — en vare som enten er skadet eller ikke holder god nok kvalitet — [ta kontakt med oss](mailto:hei@kolonial.no) slik at vi kan rette det opp! **Du vil få pengene refundert, og vi trenger ikke å motta varen i retur.**\n\n Alle tilbakemeldinger vil bli tatt inn i stadig bedre rutiner for at det aldri skal skje igjen, og du vil selvfølgelig få en ny vare i form av en tilgodelapp eller pengene tilbake på konto.	https://hjelp.kolonial.no/	
feil vare	For det første: Det er vi veldig lei oss for. Det skal ikke skje. Vi har en streng kvalitetskontroll, en raus [kvalitetsgaranti](https://kolonial.no/om/kvalitet/) og du skal alltid være trygg på at du får varer av høyeste kvalitet hos oss.\n\nHvis du har fått en feil i bestillingen — en vare som enten er skadet eller ikke holder god nok kvalitet — [ta kontakt med oss](mailto:hei@kolonial.no) slik at vi kan rette det opp! **Du vil få pengene refundert, og vi trenger ikke å motta varen i retur.**\n\n Alle tilbakemeldinger vil bli tatt inn i stadig bedre rutiner for at det aldri skal skje igjen, og du vil selvfølgelig få en ny vare i form av en tilgodelapp eller pengene tilbake på konto.	https://hjelp.kolonial.no/	
Jeg har fått en vare som har veldig kort utløpsdato! Hva nå?	Vi forsøker å alltid gi en ukes holdbarhet eller mer og 7 dager er også minimum på de aller fleste varer i butikken, men har vi noe lavere holdbarhetsgaranti på noen ferskvarer. Dette opplyser vi om på produktene med en liten sirkel. Du kan [lese om holdbarhetspolicyen vår her](https://kolonial.no/om/kvalitet/#holdbarhet)\n\n\n Dersom du opplever kort holdbarhet på en vare uten å få beskjed eller finner informasjon, er det viktig at du forteller oss om det, slik at vi kan rette det opp! Slik skal det ikke være. [Meld fra her!](mailto:hei@kolonial.no)\n\n Husk å oppgi navnet ditt, hvilken vare det eventuelt gjelder og bestillingskoden. At du er fornøyd er vårt viktigste mål. Vi trenger tilliten din og vil strekke oss så langt vi kan for å rette opp eventuelle feil.	https://hjelp.kolonial.no/	
dårlig holdbarhet	Vi forsøker å alltid gi en ukes holdbarhet eller mer og 7 dager er også minimum på de aller fleste varer i butikken, men har vi noe lavere holdbarhetsgaranti på noen ferskvarer. Dette opplyser vi om på produktene med en liten sirkel. Du kan [lese om holdbarhetspolicyen vår her](https://kolonial.no/om/kvalitet/#holdbarhet)\n\n\n Dersom du opplever kort holdbarhet på en vare uten å få beskjed eller finner informasjon, er det viktig at du forteller oss om det, slik at vi kan rette det opp! Slik skal det ikke være. [Meld fra her!](mailto:hei@kolonial.no)\n\n Husk å oppgi navnet ditt, hvilken vare det eventuelt gjelder og bestillingskoden. At du er fornøyd er vårt viktigste mål. Vi trenger tilliten din og vil strekke oss så langt vi kan for å rette opp eventuelle feil.	https://hjelp.kolonial.no/	
kort utløpsdato	Vi forsøker å alltid gi en ukes holdbarhet eller mer og 7 dager er også minimum på de aller fleste varer i butikken, men har vi noe lavere holdbarhetsgaranti på noen ferskvarer. Dette opplyser vi om på produktene med en liten sirkel. Du kan [lese om holdbarhetspolicyen vår her](https://kolonial.no/om/kvalitet/#holdbarhet)\n\n\n Dersom du opplever kort holdbarhet på en vare uten å få beskjed eller finner informasjon, er det viktig at du forteller oss om det, slik at vi kan rette det opp! Slik skal det ikke være. [Meld fra her!](mailto:hei@kolonial.no)\n\n Husk å oppgi navnet ditt, hvilken vare det eventuelt gjelder og bestillingskoden. At du er fornøyd er vårt viktigste mål. Vi trenger tilliten din og vil strekke oss så langt vi kan for å rette opp eventuelle feil.	https://hjelp.kolonial.no/	
Hvordan returnerer jeg en vare?	Hvis du har fått en feil i bestillingen — en vare som enten er skadet eller ikke holder god nok kvalitet — [ta kontakt med oss](mailto:hei@kolonial.no) slik at vi kan rette det opp! **Du vil få pengene refundert, og vi trenger ikke å motta varen i retur.**\n\n Hvis du angrer på et kjøp, gjelder våre betingelser og angrerettskjema finner du [her](https://kolonial.no/betingelser/#angrerett). I utgangspunktet har du selv ansvaret for eventuelle returer til hovedlagert vårt, men har du kjøpt for mye av noe ved en feil, er vi som regel pragmatiske: Hvis det er snakk om en tørrvare i sin originale forpakning og med god holdbarhet kan du som regel ta kontakt med oss og avtale at du returnerer varen via en av våre sjåfører på neste bestilling. Du vil få en tilgodelapp på varens verdi.	https://hjelp.kolonial.no/	
returnere vare	Hvis du har fått en feil i bestillingen — en vare som enten er skadet eller ikke holder god nok kvalitet — [ta kontakt med oss](mailto:hei@kolonial.no) slik at vi kan rette det opp! **Du vil få pengene refundert, og vi trenger ikke å motta varen i retur.**\n\n Hvis du angrer på et kjøp, gjelder våre betingelser og angrerettskjema finner du [her](https://kolonial.no/betingelser/#angrerett). I utgangspunktet har du selv ansvaret for eventuelle returer til hovedlagert vårt, men har du kjøpt for mye av noe ved en feil, er vi som regel pragmatiske: Hvis det er snakk om en tørrvare i sin originale forpakning og med god holdbarhet kan du som regel ta kontakt med oss og avtale at du returnerer varen via en av våre sjåfører på neste bestilling. Du vil få en tilgodelapp på varens verdi.	https://hjelp.kolonial.no/	
retur av vare	Hvis du har fått en feil i bestillingen — en vare som enten er skadet eller ikke holder god nok kvalitet — [ta kontakt med oss](mailto:hei@kolonial.no) slik at vi kan rette det opp! **Du vil få pengene refundert, og vi trenger ikke å motta varen i retur.**\n\n Hvis du angrer på et kjøp, gjelder våre betingelser og angrerettskjema finner du [her](https://kolonial.no/betingelser/#angrerett). I utgangspunktet har du selv ansvaret for eventuelle returer til hovedlagert vårt, men har du kjøpt for mye av noe ved en feil, er vi som regel pragmatiske: Hvis det er snakk om en tørrvare i sin originale forpakning og med god holdbarhet kan du som regel ta kontakt med oss og avtale at du returnerer varen via en av våre sjåfører på neste bestilling. Du vil få en tilgodelapp på varens verdi.	https://hjelp.kolonial.no/	
Hva skjer om jeg ikke er fornøyd?	Det må du fortelle oss om, slik at vi kan rette det opp! [Meld fra her!](mailto:hei@kolonial.no)\n\n Husk å oppgi navnet ditt, hvilken vare det eventuelt gjelder og bestillingskoden. At du er fornøyd er vårt viktigste mål. Vi trenger tilliten din og vil strekke oss så langt vi kan for å rette opp eventuelle feil.	https://hjelp.kolonial.no/	
ikke fornøyd	Det må du fortelle oss om, slik at vi kan rette det opp! [Meld fra her!](mailto:hei@kolonial.no)\n\n Husk å oppgi navnet ditt, hvilken vare det eventuelt gjelder og bestillingskoden. At du er fornøyd er vårt viktigste mål. Vi trenger tilliten din og vil strekke oss så langt vi kan for å rette opp eventuelle feil.	https://hjelp.kolonial.no/	
jeg er misfornøyd	Det må du fortelle oss om, slik at vi kan rette det opp! [Meld fra her!](mailto:hei@kolonial.no)\n\n Husk å oppgi navnet ditt, hvilken vare det eventuelt gjelder og bestillingskoden. At du er fornøyd er vårt viktigste mål. Vi trenger tilliten din og vil strekke oss så langt vi kan for å rette opp eventuelle feil.	https://hjelp.kolonial.no/	
misfornøyd	Det må du fortelle oss om, slik at vi kan rette det opp! [Meld fra her!](mailto:hei@kolonial.no)\n\n Husk å oppgi navnet ditt, hvilken vare det eventuelt gjelder og bestillingskoden. At du er fornøyd er vårt viktigste mål. Vi trenger tilliten din og vil strekke oss så langt vi kan for å rette opp eventuelle feil.	https://hjelp.kolonial.no/	
Er bestillingen bindende?	Din bestilling er bindende når bestillingen er registrert på vår server. Når vi har registrert bestillingen din, vil vi bekrefte denne gjennom å sende deg en bestillingsbekreftelse på e-post. Sammen med [salgsbetingelsene våre](https://kolonial.no/betingelser/) utgjør bestillingsbekreftelsen det samlede avtalegrunnlaget for kjøpet. Når du bekrefter og betaler bestillingen aksepterer du også at en del av varene vi selger har begrenset angrerett.\n\n Bestillingen kan kanselleres helt fram til bestillingsfristen for den leveringstiden du har valgt. Dette kan du selv gjøre ved å klikke deg inn til kvitteringen som du finner på [kolonial.no/bestillinger/](https://kolonial.no/bestillinger/)	https://hjelp.kolonial.no/	
bindende ordrer	Din bestilling er bindende når bestillingen er registrert på vår server. Når vi har registrert bestillingen din, vil vi bekrefte denne gjennom å sende deg en bestillingsbekreftelse på e-post. Sammen med [salgsbetingelsene våre](https://kolonial.no/betingelser/) utgjør bestillingsbekreftelsen det samlede avtalegrunnlaget for kjøpet. Når du bekrefter og betaler bestillingen aksepterer du også at en del av varene vi selger har begrenset angrerett.\n\n Bestillingen kan kanselleres helt fram til bestillingsfristen for den leveringstiden du har valgt. Dette kan du selv gjøre ved å klikke deg inn til kvitteringen som du finner på [kolonial.no/bestillinger/](https://kolonial.no/bestillinger/)	https://hjelp.kolonial.no/	
Hva skjer om jeg ikke er fornøyd med erstatningsvaren jeg har fått?	Vi leverer erstatningsvarer kun når alternativet er å ikke levere varen i det hele tatt, og vi gjør sitt beste med å finne et substitutt som har minst samme kvalitet og mengde.\n\nHvis du ikke er fornøyd, vær så snill å fortell oss om det, slik at vi kan rette det opp! [Meld fra her!](mailto:hei@kolonial.no)\n\nHusk å oppgi navnet ditt, hvilken vare det eventuelt gjelder og bestillingskoden. At du er fornøyd er vårt viktigste mål. Vi trenger tilliten din og vil strekke oss så langt vi kan for å rette opp eventuelle feil.	https://hjelp.kolonial.no/	
misfornøyd med erstatningsvare	Vi leverer erstatningsvarer kun når alternativet er å ikke levere varen i det hele tatt, og vi gjør sitt beste med å finne et substitutt som har minst samme kvalitet og mengde.\n\nHvis du ikke er fornøyd, vær så snill å fortell oss om det, slik at vi kan rette det opp! [Meld fra her!](mailto:hei@kolonial.no)\n\nHusk å oppgi navnet ditt, hvilken vare det eventuelt gjelder og bestillingskoden. At du er fornøyd er vårt viktigste mål. Vi trenger tilliten din og vil strekke oss så langt vi kan for å rette opp eventuelle feil.	https://hjelp.kolonial.no/	
erstatningsvare	Vi leverer erstatningsvarer kun når alternativet er å ikke levere varen i det hele tatt, og vi gjør sitt beste med å finne et substitutt som har minst samme kvalitet og mengde.\n\nHvis du ikke er fornøyd, vær så snill å fortell oss om det, slik at vi kan rette det opp! [Meld fra her!](mailto:hei@kolonial.no)\n\nHusk å oppgi navnet ditt, hvilken vare det eventuelt gjelder og bestillingskoden. At du er fornøyd er vårt viktigste mål. Vi trenger tilliten din og vil strekke oss så langt vi kan for å rette opp eventuelle feil.	https://hjelp.kolonial.no/	
Gjelder angreretten på Kolonial.no?	Angrerettloven gir en generell rett på 14 dagers angrefrist fra leveringsdato for å angre på ditt kjøp, men **det er spesielle bestemmelser i Angrerettloven for tidsbestemte ytelser og varer som forringes raskt.** Dette gjelder for eksempel enkelte mat- og drikkevarer (eksempelvis frukt og grønt, ferskvarer, bestillingsvarer, samt kjøl- og frysevarer), hvor den generelle angrefristen ikke gjelder. [Du kan lese unntakene her](https://kolonial.no/betingelser/#angrerett) eller i Angrerettloven.\n\n Hvis du har fått en feil i bestillingen — en vare som enten er skadet eller ikke holder god nok kvalitet — er dette omfattet av vår [kvalitetsgaranti](https://kolonial.no/om/kvalitet/) og du kan [ta kontakt med oss](mailto:hei@kolonial.no) og få pengene refundert.\n\n Angreretten gjelder ikke brukere som handler på vegne av bedrift eller organisasjon.\nSist oppdatert March 12, 2017\n\n*   [Jeg har opplevd feil eller skade på én eller flere varer](https://hjelp.kolonial.no/article/223-jeg-har-opplevd-feil-eller-skade-pa-en-eller-flere-varer)	https://hjelp.kolonial.no/	
angrerett	Angrerettloven gir en generell rett på 14 dagers angrefrist fra leveringsdato for å angre på ditt kjøp, men **det er spesielle bestemmelser i Angrerettloven for tidsbestemte ytelser og varer som forringes raskt.** Dette gjelder for eksempel enkelte mat- og drikkevarer (eksempelvis frukt og grønt, ferskvarer, bestillingsvarer, samt kjøl- og frysevarer), hvor den generelle angrefristen ikke gjelder. [Du kan lese unntakene her](https://kolonial.no/betingelser/#angrerett) eller i Angrerettloven.\n\n Hvis du har fått en feil i bestillingen — en vare som enten er skadet eller ikke holder god nok kvalitet — er dette omfattet av vår [kvalitetsgaranti](https://kolonial.no/om/kvalitet/) og du kan [ta kontakt med oss](mailto:hei@kolonial.no) og få pengene refundert.\n\n Angreretten gjelder ikke brukere som handler på vegne av bedrift eller organisasjon.\nSist oppdatert March 12, 2017\n\n*   [Jeg har opplevd feil eller skade på én eller flere varer](https://hjelp.kolonial.no/article/223-jeg-har-opplevd-feil-eller-skade-pa-en-eller-flere-varer)	https://hjelp.kolonial.no/	
angrerettloven	Angrerettloven gir en generell rett på 14 dagers angrefrist fra leveringsdato for å angre på ditt kjøp, men **det er spesielle bestemmelser i Angrerettloven for tidsbestemte ytelser og varer som forringes raskt.** Dette gjelder for eksempel enkelte mat- og drikkevarer (eksempelvis frukt og grønt, ferskvarer, bestillingsvarer, samt kjøl- og frysevarer), hvor den generelle angrefristen ikke gjelder. [Du kan lese unntakene her](https://kolonial.no/betingelser/#angrerett) eller i Angrerettloven.\n\n Hvis du har fått en feil i bestillingen — en vare som enten er skadet eller ikke holder god nok kvalitet — er dette omfattet av vår [kvalitetsgaranti](https://kolonial.no/om/kvalitet/) og du kan [ta kontakt med oss](mailto:hei@kolonial.no) og få pengene refundert.\n\n Angreretten gjelder ikke brukere som handler på vegne av bedrift eller organisasjon.\nSist oppdatert March 12, 2017\n\n*   [Jeg har opplevd feil eller skade på én eller flere varer](https://hjelp.kolonial.no/article/223-jeg-har-opplevd-feil-eller-skade-pa-en-eller-flere-varer)	https://hjelp.kolonial.no/	
Hvordan er holdbarheten på varene?	Nettopp fordi du ikke kan se varen før du kjøper den, tar vi dette svært alvorlig. Vi har 7 dagers minimumsgaranti på holdbarhet på de fleste varer i butikken, men har visse unntak for enkelte ferskvarer. De produktene det gjelder er merket i nettbutikken. [Les mer om holdbarhetsgarantien vår](https://kolonial.no/om/kvalitet/#holdbarhet)\n\nDersom du opplever kort holdbarhet på en vare uten å få beskjed eller finner informasjon, er det viktig at du forteller oss om det, slik at vi kan rette det opp! [Meld fra her!](mailto:hei@kolonial.no) Husk å oppgi navnet ditt, hvilken vare det eventuelt gjelder og bestillingskoden.\n\nDu skal være fornøyd med hver eneste vare - det er det viktigste for oss.	https://hjelp.kolonial.no/	
holdbarhet	Nettopp fordi du ikke kan se varen før du kjøper den, tar vi dette svært alvorlig. Vi har 7 dagers minimumsgaranti på holdbarhet på de fleste varer i butikken, men har visse unntak for enkelte ferskvarer. De produktene det gjelder er merket i nettbutikken. [Les mer om holdbarhetsgarantien vår](https://kolonial.no/om/kvalitet/#holdbarhet)\n\nDersom du opplever kort holdbarhet på en vare uten å få beskjed eller finner informasjon, er det viktig at du forteller oss om det, slik at vi kan rette det opp! [Meld fra her!](mailto:hei@kolonial.no) Husk å oppgi navnet ditt, hvilken vare det eventuelt gjelder og bestillingskoden.\n\nDu skal være fornøyd med hver eneste vare - det er det viktigste for oss.	https://hjelp.kolonial.no/	
varighet	Nettopp fordi du ikke kan se varen før du kjøper den, tar vi dette svært alvorlig. Vi har 7 dagers minimumsgaranti på holdbarhet på de fleste varer i butikken, men har visse unntak for enkelte ferskvarer. De produktene det gjelder er merket i nettbutikken. [Les mer om holdbarhetsgarantien vår](https://kolonial.no/om/kvalitet/#holdbarhet)\n\nDersom du opplever kort holdbarhet på en vare uten å få beskjed eller finner informasjon, er det viktig at du forteller oss om det, slik at vi kan rette det opp! [Meld fra her!](mailto:hei@kolonial.no) Husk å oppgi navnet ditt, hvilken vare det eventuelt gjelder og bestillingskoden.\n\nDu skal være fornøyd med hver eneste vare - det er det viktigste for oss.	https://hjelp.kolonial.no/	
Hvordan er kvaliteten på frukt og grønt?	**Kvaliteten er stort sett fantastisk.** Dette er selvfølgelig svært viktig for både deg og oss.\n\n Frukt og grønt har ekstremt kort omløpstid hos oss, som betyr at du bare får det ferskeste av det ferske, og ofte av mye bedre kvalitet enn i butikken. I tillegg har vi strenge kvalitetsrutiner. [Les mer om kvalitet her](https://kolonial.no/om/kvalitet/)\n\n Det tydeligste tegnet på at kundene våre er fornøyde med kvaliteten, finnes i salgstallene. **Kolonial.no er DEN butikken i Norge som selger MEST frukt og grønt **, og vi selger nesten dobbelt så mye frukt og grønt som en gjennomsnittlig butikk. Mens en vanlig butikk som regel selger som litt over 9% frukt og grønnsaker, er nesten 16% av alt vi selger fra denne kategorien (Tall fra 2016). Det er vi utrolig stolte av.\n\nHar du opplevd noe annet, er det viktig at du [forteller oss det](mailto:mailto:hei@kolonial.no) slik at vi kan rette det opp.	https://hjelp.kolonial.no/	
